0000001,약국,영업중,02-957-2253,서울특별시 동대문구 제기동 944번지 1호,서울특별시 동대문구 고산자로 469 (제기동),2570,지운당한약국,203311.6884,453247.7737
0000002,약국,영업중,02-2294-0071,서울특별시 동대문구 제기동 1140번지 1호 2층,"서울특별시 동대문구 약령중앙로 17-1, 2층 (제기동)",2569,세림약국,203183.4055,453068.7183
0000003,약국,영업중,02-965-7766,서울특별시 동대문구 제기동,"서울특별시 동대문구 약령중앙로 14-3, 2층 (제기동)",2570,북경당한약국,203218.8111,453033.809
0000004,약국,영업중,02-969-6054,서울특별시 동대문구 제기동 1050,"서울특별시 동대문구 고산자로 435, 1층 (제기동)",2570,제중건재한약국,203287.3524,452922.4143
0000005,약국,영업중,02-2212-1620,서울특별시 동대문구 장안동 311-5 장안동의료시설 1층,"서울특별시 동대문구 장한로32길 7, 장안동의료시설 1층 (장안동)",2522,봄약국,206344.1627,452578.5598
0000006,약국,영업중,02-2215-5290,서울특별시 동대문구 장안동 368-4,"서울특별시 동대문구 장한로 130, 1층 105호 (장안동)",2637,올리브약국,206279.69,452172.4532
0000007,약국,영업중,02-966-5056,서울특별시 동대문구 제기동 1067번지,"서울특별시 동대문구 고산자로 451, 1층 (제기동)",2570,장안당약국,203302.3754,453086.2939
0000008,약국,영업중,02-2214-0205,서울특별시 동대문구 답십리동 494번지 2호,"서울특별시 동대문구 천호대로 295, 2층 10호 (답십리동, 우창프라자)",2604,유한약국,204687.9771,451578.2001
0000009,약국,영업중,02-927-7728,서울특별시 동대문구 제기동 730번지 11호 윤주빌딩 203호,"서울특별시 동대문구 약령중앙로 72-2, 203호 (제기동, 윤주빌딩)",2478,보은한약국,203262.5627,453605.0625
0000010,약국,영업중,02-2245-4501,서울특별시 동대문구 전농동 33번지 16호,서울특별시 동대문구 전농로 134 (전농동),2531,설파약국,205057.0467,452729.9957
0000011,약국,영업중,02-716-8330,서울특별시 마포구 대흥동 267번지 1호,"서울특별시 마포구 백범로 96, 1층 (대흥동)",4149,한유약국,194808.7823,449488.1047
0000012,약국,영업중,02-334-3486,서울특별시 마포구 상수동 331번지 11호,"서울특별시 마포구 와우산로 22, 1층 (상수동)",4075,안생약국,193137.8014,449344.1454
0000013,약국,영업중,02-968-9988,서울특별시 동대문구 청량리동 564번지,"서울특별시 동대문구 홍릉로 59, 1층 (청량리동)",2483,홍릉종로약국,203751.7622,453684.176
0000014,약국,영업중,02-2245-7948,서울특별시 동대문구 답십리동 16번지 15호,서울특별시 동대문구 한천로11길 32 (답십리동),2616,민성약국,205274.4155,451656.841
0000015,약국,영업중,02-2244-7790,서울특별시 동대문구 전농동 295번지 16호,"서울특별시 동대문구 사가정로13길 3, 1층 (전농동)",2506,우진당약국,205048.139,452869.2832
0000016,약국,영업중,02-962-3469,서울특별시 동대문구 제기동 907번지 5호,서울특별시 동대문구 고산자로 472 (제기동),2571,염광당약국,203357.8931,453271.0692
0000017,약국,영업중,02-966-8339,서울특별시 동대문구 제기동 655,서울특별시 동대문구 왕산로 163-1 (제기동),2572,성부당약국,203592.1442,453003.4833
0000018,약국,영업중,02-2245-2594,서울특별시 동대문구 장안동 339번지 27호,서울특별시 동대문구 장한로18길 59 (장안동),2639,나나약국,206318.4704,451734.7409
0000019,약국,영업중,02-957-0097,서울특별시 동대문구 제기동 892번지 128호,서울특별시 동대문구 약령서길 32 (제기동),2569,은혜당한약국,203134.7019,453053.0976
0000020,약국,영업중,02-2249-6084,서울특별시 동대문구 답십리동 488번지 46호,서울특별시 동대문구 전농로 24 (답십리동),2621,삼보약국,204960.6979,451636.8733
0000021,약국,영업중,02-2216-3301,서울특별시 동대문구 장안동 371번지 1호,"서울특별시 동대문구 장한로 119, 3층 305호 (장안동, 삼성쉐르빌빌딩)",2624,수인약국,206101.9138,452155.6911
0000022,약국,영업중,02-2215-9454,서울특별시 동대문구  94번지 9호,"서울특별시 동대문구 전농로 102, 1층 (답십리동, 목련빌딩)",2538,답십리백화점약국,205049.0959,452418.2704
0000023,약국,영업중,02-957-9981,서울특별시 동대문구 제기동 992번지 37호,"서울특별시 동대문구 고산자로38길 18, 1층 (제기동)",2571,우리약국,203428.0539,453066.366
0000024,약국,영업중,02-964-0168,서울특별시 동대문구 청량리동 687번지,"서울특별시 동대문구 약령시로 123, 1층 (청량리동)",2483,한국약국,203785.6653,453440.4171
0000025,약국,영업중,02-2248-5023,서울특별시 동대문구 답십리동 94번지 1호,"서울특별시 동대문구 전농로 110, 1층 (답십리동)",2538,강북열린약국,205042.808,452478.4171
0000026,약국,영업중,02-324-2148,서울특별시 마포구 서교동 454번지 2호,"서울특별시 마포구 성미산로10길 44, 1층 (서교동)",3998,연세약국,192429.6013,450595.8231
0000027,약국,영업중,02-3295-0248,서울특별시 동대문구 휘경동 150-12,"서울특별시 동대문구 휘경로 47, 1층 (휘경동)",2428,신종로사약국,205678.9645,454714.312
0000028,약국,영업중,02-2217-4365,서울특별시 동대문구  295번지 444호,"서울특별시 동대문구 전농로 128, 1층 (전농동)",2531,미소약국,205117.8711,452968.3323
0000029,약국,영업중,02-960-2083,서울특별시 동대문구  318번지 6호,서울특별시 동대문구 홍릉로 34-1 (청량리동),2484,혜민약국,203851.1295,453452.6502
0000030,약국,영업중,02-2246-1220,서울특별시 동대문구 장안동 361번지 4호,"서울특별시 동대문구 장한로 58, 1층 (장안동)",2643,중경당약국,205948.08,451539.4111
0000031,약국,영업중,02-336-1680,서울특별시 마포구 성산동 223번지 3호,"서울특별시 마포구 성미산로 91, 1층 (성산동)",3978,효성약국,192647.1485,450993.9684
0000032,약국,영업중,02-711-3627,서울특별시 마포구 도화동 6번지 삼성프라자상가  101호,"서울특별시 마포구 도화길 32, 101호 (도화동, 삼성프라자상가)",4170,광실약국,195542.1195,448652.1768
0000033,약국,영업중,02-393-1137,서울특별시 마포구 아현동 329번지 1호 수창빌딩 308호,"서울특별시 마포구 신촌로 270, 308호 (아현동, 수창빌딩)",4116,행복한약국,196025.3086,450537.3457
0000034,약국,영업중,305-9394,서울특별시 마포구 성산2동 200번지 24호 1층,"서울특별시 마포구 월드컵북로 167, 1층 (성산동)",3948,준약국,191960.9939,451640.6958
0000035,약국,영업중,02-2213-9847,서울특별시 동대문구 장안동 336번지,"서울특별시 동대문구 장안벚꽃로 107, 2층 6호 (장안동, 현대홈타운제1상가동)",2638,홈타운약국,206521.4053,451940.1191
